label,qid,track,start,end,score,desc
Otto von Bismarck,Q8442,21,1815,1898,164,German statesman and Chancellor (1815-1898)
Friedrich Nietzsche,Q9358,22,1844,1900,178,German philosopher (1844-1900)
Anton Chekhov,Q5685,23,1860,1904,174,Russian dramatist and author (1860–1904)
Dmitri Mendeleev,Q9106,24,1834,1907,160,Russian chemist (1834–1907)
Leo Tolstoy,Q7243,25,1828,1910,190,Russian author (1828–1910)
Mark Twain,Q7245,26,1835,1910,164,American author and humorist (1835–1910)
Octave Mirbeau,Q23441,27,1848,1917,143,"French writer, art critic and journalist (1848–1917)"
Sarah Bernhardt,Q4605,28,1844,1923,167,"French stage actress, painter and sculptor (1844–1923)"
Woodrow Wilson,Q34296,29,1856,1924,148,president of the United States from 1913 to 1921 (1856–1924)
Vladimir Lenin,Q1394,30,1870,1924,213,founding leader of the Soviet Union (1870–1924)
Roald Amundsen,Q926,31,1872,1928,165,Norwegian explorer; first person to reach the South Pole (1872–1928)
Thomas Edison,Q8743,32,1847,1931,193,American inventor and businessman (1847–1931)
Marie Curie,Q7186,33,1867,1934,197,Polish-French physicist and chemist (1867–1934)
Marie Skłodowska-Curie,Q7186,34,1867,1934,197,Polish-French physicist and chemist (1867–1934)
Mustafa Kemal Atatürk,Q5152,35,1881,1938,212,founding father of the Republic of Turkey (c. 1881–1938)
Sigmund Freud,Q9215,36,1856,1939,193,Austrian neurologist and founder of psychoanalysis (1856–1939)
Rabindranath Tagore,Q7241,37,1861,1941,167,"Bengali poet, philosopher and polymath (1861–1941)"
Nikola Tesla,Q9036,38,1856,1943,175,Serbian-American engineer and inventor (1856–1943)
Franklin D. Roosevelt,Q8007,39,1882,1945,190,president of the United States from 1933 to 1945 (1882–1945)
Adolf Hitler,Q352,40,1889,1945,248,"dictator of Germany from 1933 to 1945, main instigator of World War II (1889–1945)"
Max Planck,Q9021,41,1858,1947,149,German theoretical physicist (1858–1947)
Mahatma Gandhi,Q1001,42,1869,1948,207,Indian independence activist (1869–1948)
George Orwell,Q3335,43,1903,1950,151,British writer and journalist (1903–1950)
Joseph Stalin,Q855,44,1878,1953,210,leader of the Soviet Union from 1924 to 1953
Frida Kahlo,Q5588,45,1907,1954,174,Mexican painter (1907–1954)
Alan Turing,Q7251,46,1912,1954,164,English computer scientist (1912–1954)
Albert Einstein,Q937,47,1879,1955,237,german-born theoretical physicist (1879–1955)
Ernest Hemingway,Q23434,48,1899,1961,152,American author and journalist (1899–1961)
Marilyn Monroe,Q4616,49,1926,1962,202,American actress and model (1926–1962)
John F. Kennedy,Q9696,50,1917,1963,178,president of the United States from 1961 to 1963 (1917–1963)
Winston Churchill,Q8016,51,1874,1965,183,"British statesman, soldier and writer (1874–1965)"
Walt Disney,Q8704,52,1901,1966,177,"American animator, producer, director, screenwriter, voice actor and entrepreneur, founder of The Walt Disney Company (1901–1966)"
Che Guevara,Q5809,53,1928,1967,176,Argentine Marxist revolutionary (1928–1967)
Martin Luther King Jr.,Q8027,54,1929,1968,187,American Baptist minister and civil rights leader (1929–1968)
Yuri Gagarin,Q7327,55,1934,1968,174,"Soviet pilot and cosmonaut, first human in space (1934–1968)"
Charles de Gaulle,Q2042,56,1890,1970,173,French general and statesman (1890–1970)
Pablo Picasso,Q5593,57,1881,1973,212,Spanish painter and sculptor (1881–1973)
J. R. R. Tolkien,Q892,58,1892,1973,163,English writer and philologist (1892–1973)
Mao Zedong,Q5816,59,1893,1976,185,1st chairman of the Chinese Communist Party and founder of the People's Republic of China (1893–1976)
Charlie Chaplin,Q882,60,1889,1977,203,English comic actor and filmmaker (1889–1977)
Elvis Presley,Q303,61,1935,1977,189,American singer and actor (1935–1977)
Huang Xianfan,Q5208,62,1899,1982,171,"Chinese historian, ethnologist and educator (1899-1982)"
Salvador Dalí,Q5577,63,1904,1989,208,Spanish artist (1904–1989)
Marlene Dietrich,Q4612,64,1901,1992,168,German and American actress and singer (1901–1992)
Richard Nixon,Q9588,65,1913,1994,157,president of the United States from 1969 to 1974 (1913–1994)
Ronald Reagan,Q9960,66,1911,2004,250,president of the United States from 1981 to 1989 and actor (1911-2004)
Michael Jackson,Q2831,67,1958,2009,283,"American singer, songwriter, dancer, and philanthropist (1958–2009)"
Neil Armstrong,Q1615,68,1930,2012,176,American astronaut and lunar explorer (1930–2012)
Nelson Mandela,Q8023,69,1918,2013,234,President of South Africa and anti-apartheid activist (1918–2013)
Elizabeth II,Q9682,70,1926,2022,215,Queen of the United Kingdom from 1952 to 2022
Mikhail Gorbachev,Q30487,71,1931,2022,160,leader of the Soviet Union from 1985 to 1991 (1931–2022)
Jimmy Carter,Q23685,72,1924,2024,166,president of the United States from 1977 to 1981 (1924–2024)
Pope Francis,Q450675,73,1936,2025,184,266th pope of the Catholic Church (2013–2025)
Joe Biden,Q6279,74,1942,2026,230,46th President of the United States (2021–2025)
Donald Trump,Q22686,75,1946,2026,261,"American businessman and politician (born 1946), President of the United States (2017–2021; since 2025)"
George W. Bush,Q207,76,1946,2026,216,President of the United States from 2001 to 2009
Bill Clinton,Q1124,77,1946,2026,174,President of the United States from 1993 to 2001 (born 1946)
Charles III,Q43274,78,1948,2026,161,King of the United Kingdom since 2022
Vladimir Putin,Q7747,79,1952,2026,233,"2nd and 4th President of Russia (2000-2008, 2012-present), 7th and 11th Prime Minister of Russia (1999-2000, 2008-2012), Director of the Federal Security Service (1998-1999) and Deputy Mayor of Saint Petersburg (1994-1996)"
François Hollande,Q157,80,1954,2026,193,President of France from 2012 to 2017 (born 1954)
Angela Merkel,Q567,81,1954,2026,174,chancellor of Germany from 2005 to 2021 (born 1954)
Bill Gates,Q5284,82,1955,2026,180,"American businessman, investor, and philanthropist (born 1955)"
Naruhito,Q217096,83,1960,2026,183,Emperor of Japan since 2019
Barack Obama,Q76,84,1961,2026,256,president of the United States from 2009 to 2017 (born 1961)
Rafael Correa,Q19581,85,1963,2026,158,President of Ecuador (2007 - 2017) y Prófugo de la Justicia
Kamala Harris,Q10853588,86,1964,2026,163,Vice President of the United States from 2021 to 2025
Jimmy Wales,Q181,87,1966,2026,190,co-founder of Wikipedia (born 1966)
Anna Netrebko,Q78516,88,1971,2026,164,Russian and Austrian operatic soprano
Elon Musk,Q317521,89,1971,2026,160,businessman and entrepreneur (born 1971)
Eminem,Q5608,90,1972,2026,159,American rapper (born 1972)
Emmanuel Macron,Q3052772,91,1977,2026,167,president of France and Co-Prince of Andorra since 2017
Volodymyr Zelenskyy,Q3874799,92,1978,2026,174,President of Ukraine since 2019
Beyoncé,Q36153,93,1981,2026,156,"American singer, songwriter, record producer, and dancer (born 1981)"
Cristiano Ronaldo,Q11571,94,1985,2026,180,Portuguese association football player (born 1985)
Lady Gaga,Q19848,95,1986,2026,173,"American singer, songwriter, and actress (born 1986)"
Lionel Messi,Q615,96,1987,2026,189,Argentine association football player (born 1987)
Corbin Bleu,Q4617,97,1989,2026,219,American actor (born 1989)
Selena Gomez,Q83287,98,1992,2026,158,American singer and actress (born 1992)
Neymar,Q142794,99,1992,2026,141,Brazilian association football player
Ariana Grande,Q151892,100,1993,2026,125,"American singer, songwriter, and actress (born 1993)"
Justin Bieber,Q34086,101,1994,2026,161,Canadian singer and songwriter (born 1994)
Malala Yousafzai,Q32732,102,1997,2026,128,Pakistani children's education activist
